,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,group,condition
AN11AN24,0.3679906542056075,0.3364485981308411,0.3621495327102804,0.37266355140186913,0.40420560747663553,0.39135514018691586,0.41705607476635514,0.4252336448598131,0.4007009345794392,0.572429906542056,0.3644859813084112,0.3855140186915888,0.3960280373831776,0.40537383177570097,0.40654205607476634,0.3878504672897196,0.37616822429906543,0.39953271028037385,0.40420560747663553,0.4742990654205608,0.38901869158878505,0.39485981308411217,0.3925233644859813,0.39135514018691586,0.37149532710280375,0.3925233644859813,0.4100467289719626,0.4322429906542056,0.40654205607476634,0.35864485981308414,0.38317757009345793,0.3492990654205608,0.34579439252336447,0.39485981308411217,0.3878504672897196,0.37149532710280375,0.3808411214953271,0.35630841121495327,0.3364485981308411,0.352803738317757,0.38434579439252337,0.37850467289719625,0.39485981308411217,0.3901869158878505,0.38317757009345793,0.3855140186915888,0.3820093457943925,0.6565420560747663,control,expt3
AN14RA27,0.3621495327102804,0.36098130841121495,0.3983644859813084,0.39485981308411217,0.40420560747663553,0.41238317757009346,0.40420560747663553,0.44042056074766356,0.4158878504672897,0.4953271028037383,0.3621495327102804,0.35514018691588783,0.3574766355140187,0.35046728971962615,0.37850467289719625,0.375,0.37266355140186913,0.37266355140186913,0.3574766355140187,0.3621495327102804,0.37616822429906543,0.37149532710280375,0.3808411214953271,0.35514018691588783,0.38317757009345793,0.36682242990654207,0.37383177570093457,0.38668224299065423,0.3960280373831776,0.3808411214953271,0.35514018691588783,0.3516355140186916,0.397196261682243,0.375,0.38317757009345793,0.36682242990654207,0.34579439252336447,0.3539719626168224,0.3621495327102804,0.34579439252336447,0.3796728971962617,0.3925233644859813,0.40186915887850466,0.39953271028037385,0.3855140186915888,0.37850467289719625,0.4182242990654206,0.6822429906542056,control,expt3
CA27EY11,0.34345794392523366,0.3621495327102804,0.3598130841121495,0.37383177570093457,0.3808411214953271,0.39485981308411217,0.41238317757009346,0.41238317757009346,0.4135514018691589,0.4521028037383178,0.38434579439252337,0.38668224299065423,0.34813084112149534,0.34813084112149534,0.34345794392523366,0.3364485981308411,0.3644859813084112,0.352803738317757,0.33528037383177567,0.4158878504672897,0.34813084112149534,0.34813084112149534,0.3364485981308411,0.3598130841121495,0.3492990654205608,0.37149532710280375,0.34813084112149534,0.35514018691588783,0.35514018691588783,0.3644859813084112,0.3364485981308411,0.338785046728972,0.338785046728972,0.3516355140186916,0.37149532710280375,0.3621495327102804,0.34813084112149534,0.3294392523364486,0.352803738317757,0.34462616822429903,0.36682242990654207,0.3621495327102804,0.37266355140186913,0.352803738317757,0.35514018691588783,0.3644859813084112,0.36565420560747663,0.4439252336448598,control,expt3
CH15PE11,0.37616822429906543,0.37850467289719625,0.397196261682243,0.41705607476635514,0.4462616822429907,0.4322429906542056,0.4158878504672897,0.43457943925233644,0.45794392523364486,0.6764018691588785,0.3691588785046729,0.37850467289719625,0.397196261682243,0.4287383177570093,0.3808411214953271,0.3855140186915888,0.3808411214953271,0.39485981308411217,0.3878504672897196,0.4158878504672897,0.3598130841121495,0.3317757009345794,0.35630841121495327,0.34579439252336447,0.3574766355140187,0.338785046728972,0.34345794392523366,0.37616822429906543,0.3598130841121495,0.38317757009345793,0.35514018691588783,0.308411214953271,0.3294392523364486,0.338785046728972,0.3574766355140187,0.34579439252336447,0.3598130841121495,0.3341121495327103,0.34579439252336447,0.3925233644859813,0.3621495327102804,0.352803738317757,0.39369158878504673,0.3925233644859813,0.3808411214953271,0.37149532710280375,0.3925233644859813,0.5,control,expt3
CI21LE06,0.3925233644859813,0.39485981308411217,0.4439252336448598,0.4485981308411215,0.48364485981308414,0.48948598130841126,0.5023364485981309,0.4871495327102804,0.48598130841121495,0.5011682242990654,0.3925233644859813,0.40186915887850466,0.4030373831775701,0.4007009345794392,0.37616822429906543,0.37850467289719625,0.37383177570093457,0.3644859813084112,0.4007009345794392,0.40654205607476634,0.3901869158878505,0.4100467289719626,0.375,0.3808411214953271,0.35046728971962615,0.3411214953271028,0.3574766355140187,0.3492990654205608,0.352803738317757,0.34579439252336447,0.3621495327102804,0.3516355140186916,0.37383177570093457,0.34345794392523366,0.35514018691588783,0.34813084112149534,0.3621495327102804,0.34579439252336447,0.33761682242990654,0.34462616822429903,0.35514018691588783,0.34462616822429903,0.35514018691588783,0.34813084112149534,0.35046728971962615,0.3492990654205608,0.3574766355140187,0.5584112149532711,control,expt3
CL03NA22,0.4101654846335697,0.41843971631205673,0.44208037825059104,0.46099290780141844,0.450354609929078,0.4219858156028369,0.4373522458628842,0.44208037825059104,0.4491725768321513,0.5815602836879432,0.40425531914893614,0.42789598108747046,0.43498817966903075,0.4231678486997636,0.4160756501182033,0.3971631205673759,0.41252955082742315,0.44680851063829785,0.45508274231678486,0.5508274231678487,0.4515366430260047,0.4302600472813239,0.3983451536643026,0.4302600472813239,0.4373522458628842,0.4160756501182033,0.4160756501182033,0.42789598108747046,0.3806146572104019,0.42080378250591016,0.3829787234042553,0.3735224586288416,0.3617021276595745,0.35224586288416077,0.3900709219858156,0.3735224586288416,0.33569739952718675,0.3640661938534279,0.3912529550827423,0.37943262411347517,0.4066193853427896,0.42080378250591016,0.42907801418439717,0.4066193853427896,0.41134751773049644,0.40189125295508277,0.5011820330969267,0.7186761229314421,sr,expt3
DE02RD13,0.4030732860520094,0.39361702127659576,0.41371158392434987,0.458628841607565,0.4491725768321513,0.44208037825059104,0.4397163120567376,0.4326241134751773,0.4491725768321513,0.48936170212765956,0.4066193853427896,0.45390070921985815,0.4326241134751773,0.4302600472813239,0.43498817966903075,0.4491725768321513,0.475177304964539,0.4799054373522459,0.44326241134751776,0.4491725768321513,0.4858156028368794,0.47754137115839246,0.4397163120567376,0.4491725768321513,0.45271867612293143,0.425531914893617,0.4302600472813239,0.45390070921985815,0.4326241134751773,0.4314420803782506,0.43380614657210403,0.41134751773049644,0.41962174940898345,0.41134751773049644,0.39952718676122934,0.37825059101654845,0.42789598108747046,0.43498817966903075,0.375886524822695,0.39952718676122934,0.4148936170212766,0.42907801418439717,0.4397163120567376,0.425531914893617,0.40425531914893614,0.3877068557919622,0.4302600472813239,0.6477541371158393,control,expt3
ER10GE09,0.34579439252336447,0.34813084112149534,0.3574766355140187,0.36682242990654207,0.36682242990654207,0.3901869158878505,0.3808411214953271,0.3901869158878505,0.4135514018691589,0.4801401869158879,0.34813084112149534,0.3925233644859813,0.3341121495327103,0.338785046728972,0.3317757009345794,0.338785046728972,0.3516355140186916,0.3598130841121495,0.3341121495327103,0.37383177570093457,0.34813084112149534,0.34345794392523366,0.3247663551401869,0.352803738317757,0.3235981308411215,0.34345794392523366,0.32242990654205606,0.352803738317757,0.32242990654205606,0.3364485981308411,0.34579439252336447,0.35630841121495327,0.3574766355140187,0.3341121495327103,0.34813084112149534,0.33060747663551404,0.3516355140186916,0.3901869158878505,0.37383177570093457,0.3621495327102804,0.3422897196261682,0.3469626168224299,0.3644859813084112,0.3574766355140187,0.34579439252336447,0.37149532710280375,0.3878504672897196,0.5350467289719626,control,expt3
EV08IS06,0.35224586288416077,0.34988179669030733,0.3877068557919622,0.3806146572104019,0.3900709219858156,0.41843971631205673,0.3912529550827423,0.3959810874704492,0.3888888888888889,0.4787234042553192,0.36879432624113473,0.3475177304964539,0.3640661938534279,0.3475177304964539,0.34988179669030733,0.32860520094562645,0.3617021276595745,0.3747044917257683,0.37706855791962174,0.41843971631205673,0.35815602836879434,0.35106382978723405,0.3404255319148936,0.35106382978723405,0.3309692671394799,0.3333333333333333,0.3262411347517731,0.35933806146572106,0.34988179669030733,0.34515366430260047,0.3486997635933806,0.3617021276595745,0.34515366430260047,0.34515366430260047,0.3333333333333333,0.3380614657210402,0.3333333333333333,0.32387706855791965,0.3380614657210402,0.35815602836879434,0.3806146572104019,0.3664302600472813,0.375886524822695,0.36879432624113473,0.37706855791962174,0.36879432624113473,0.3723404255319149,0.533096926713948,sr,expt3
IN30LA18,0.44208037825059104,0.4326241134751773,0.458628841607565,0.5035460992907801,0.5059101654846335,0.524822695035461,0.5295508274231678,0.5236406619385343,0.5212765957446808,0.7612293144208038,0.4160756501182033,0.4160756501182033,0.41843971631205673,0.408983451536643,0.375886524822695,0.3971631205673759,0.41371158392434987,0.43617021276595747,0.41134751773049644,0.6264775413711584,0.39952718676122934,0.36879432624113473,0.37825059101654845,0.40189125295508277,0.3971631205673759,0.3806146572104019,0.38534278959810875,0.3912529550827423,0.3947990543735225,0.5236406619385343,0.3605200945626478,0.3546099290780142,0.35933806146572106,0.36879432624113473,0.35933806146572106,0.3640661938534279,0.3628841607565012,0.3534278959810875,0.3806146572104019,0.41962174940898345,0.3806146572104019,0.36524822695035464,0.3947990543735225,0.39243498817966904,0.37825059101654845,0.3829787234042553,0.41252955082742315,0.5153664302600472,sr,expt3
MA07LA08,0.39740566037735847,0.3938679245283019,0.4268867924528302,0.4386792452830189,0.4363207547169811,0.4410377358490566,0.46226415094339623,0.455188679245283,0.4528301886792453,0.6073113207547169,0.3938679245283019,0.3915094339622642,0.36202830188679247,0.3431603773584906,0.35141509433962265,0.36556603773584906,0.4033018867924528,0.4068396226415094,0.4033018867924528,0.4445754716981132,0.33254716981132076,0.36792452830188677,0.38207547169811323,0.3490566037735849,0.3561320754716981,0.38207547169811323,0.375,0.3891509433962264,0.3915094339622642,0.3915094339622642,0.4009433962264151,0.36556603773584906,0.37971698113207547,0.3714622641509434,0.37971698113207547,0.37971698113207547,0.4056603773584906,0.4186320754716981,0.36556603773584906,0.3915094339622642,0.3891509433962264,0.375,0.37264150943396224,0.3938679245283019,0.3891509433962264,0.38797169811320753,0.42924528301886794,0.6073113207547169,sr,expt3
MA27IT02,0.4077102803738318,0.36565420560747663,0.4392523364485981,0.4848130841121495,0.4929906542056075,0.4883177570093458,0.4953271028037383,0.5035046728971962,0.5011682242990654,0.6144859813084113,0.40654205607476634,0.3621495327102804,0.33528037383177567,0.3644859813084112,0.35864485981308414,0.3598130841121495,0.338785046728972,0.35046728971962615,0.3621495327102804,0.43457943925233644,0.3644859813084112,0.3364485981308411,0.3364485981308411,0.3364485981308411,0.36565420560747663,0.3644859813084112,0.3422897196261682,0.34579439252336447,0.3469626168224299,0.34579439252336447,0.35046728971962615,0.36098130841121495,0.35046728971962615,0.35046728971962615,0.34579439252336447,0.352803738317757,0.35864485981308414,0.38317757009345793,0.35864485981308414,0.37266355140186913,0.39485981308411217,0.38317757009345793,0.40420560747663553,0.411214953271028,0.4077102803738318,0.38901869158878505,0.4217289719626168,0.5186915887850467,control,expt3
NA15HA29,0.3735224586288416,0.34988179669030733,0.38534278959810875,0.408983451536643,0.45390070921985815,0.4444444444444444,0.45390070921985815,0.46335697399527187,0.44680851063829785,0.6217494089834515,0.3640661938534279,0.3617021276595745,0.38534278959810875,0.3983451536643026,0.3947990543735225,0.38534278959810875,0.39952718676122934,0.3546099290780142,0.3900709219858156,0.4940898345153664,0.38534278959810875,0.3947990543735225,0.41371158392434987,0.41371158392434987,0.39952718676122934,0.36879432624113473,0.3628841607565012,0.3806146572104019,0.37706855791962174,0.46099290780141844,0.40425531914893614,0.3971631205673759,0.39952718676122934,0.39952718676122934,0.35224586288416077,0.36879432624113473,0.3534278959810875,0.38534278959810875,0.3817966903073286,0.47044917257683216,0.3735224586288416,0.41843971631205673,0.4219858156028369,0.4302600472813239,0.4397163120567376,0.42080378250591016,0.425531914893617,0.7825059101654847,sr,expt3
SI06EL30,0.48226950354609927,0.4160756501182033,0.47754137115839246,0.5260047281323876,0.5555555555555556,0.5602836879432624,0.5602836879432624,0.5756501182033098,0.5650118203309693,0.624113475177305,0.42080378250591016,0.3971631205673759,0.3617021276595745,0.3640661938534279,0.35697399527186763,0.35933806146572106,0.3392434988179669,0.3380614657210402,0.3664302600472813,0.45271867612293143,0.34988179669030733,0.3664302600472813,0.34515366430260047,0.3404255319148936,0.35933806146572106,0.3380614657210402,0.3392434988179669,0.34515366430260047,0.34515366430260047,0.3947990543735225,0.32860520094562645,0.33687943262411346,0.3534278959810875,0.37825059101654845,0.34515366430260047,0.3557919621749409,0.3404255319148936,0.36879432624113473,0.38534278959810875,0.4385342789598109,0.40425531914893614,0.3888888888888889,0.41134751773049644,0.408983451536643,0.41134751773049644,0.3900709219858156,0.42080378250591016,0.5791962174940898,sr,expt3
